class,file,source,title,creator,license,license_url,page
jollof_rice,jollof_rice_7543b6e570.jpg,Wikimedia Commons,"File:Plates of Jollof Rice, Fried Rice and Chicken.jpg",James Moore200,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Plates_of_Jollof_Rice,_Fried_Rice_and_Chicken.jpg"
jollof_rice,jollof_rice_b9e80e2c00.jpg,Wikimedia Commons,File:Pot of jollof rice.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pot_of_jollof_rice.jpg
jollof_rice,jollof_rice_7fc1680926.jpg,Wikimedia Commons,File:Bowl of jollof and chicken.jpg,Isaacsam007,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Bowl_of_jollof_and_chicken.jpg
jollof_rice,jollof_rice_ecde64d674.jpg,Wikimedia Commons,File:Jollof Rice and fried plantain with diced-beef sauce and cucumber.jpg,Jide Charles (Jidus),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_Rice_and_fried_plantain_with_diced-beef_sauce_and_cucumber.jpg
moi_moi,moi_moi_284c39fecc.jpg,Wikimedia Commons,File:A Northern Nigeria food called moi moi 2.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_Northern_Nigeria_food_called_moi_moi_2.jpg
moi_moi,moi_moi_e702fbbe1d.jpg,Wikimedia Commons,File:A Northern Nigeria food called moi moi 3.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_Northern_Nigeria_food_called_moi_moi_3.jpg
moi_moi,moi_moi_91594ffdd9.jpg,Wikimedia Commons,File:Fried plantain and moi moi.jpg,Nancy Nwachukwu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Fried_plantain_and_moi_moi.jpg
moi_moi,moi_moi_3e3f7612ad.jpg,Wikimedia Commons,File:Jamaican Rice served with grilled Fish and Mixed Salad and moi moi (Baked beans).jpg,Justdifference,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jamaican_Rice_served_with_grilled_Fish_and_Mixed_Salad_and_moi_moi_(Baked_beans).jpg
moi_moi,moi_moi_a38a69b870.jpg,Wikimedia Commons,File:Moi-Moi.jpg,Utibe Noah Silas,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi-Moi.jpg
moi_moi,moi_moi_907330b0ca.jpg,Wikimedia Commons,File:Moi Moi and Stew.jpg,Major Lyte,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_Moi_and_Stew.jpg
moi_moi,moi_moi_5ea36c3488.jpg,Wikimedia Commons,File:Moi Moi and fried plantain with side pasta salad.jpg,Nancy Nwachukwu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_Moi_and_fried_plantain_with_side_pasta_salad.jpg
moi_moi,moi_moi_0ce6222f29.jpg,Wikimedia Commons,File:Moi moi (ilele).jpg,Ogalihillary,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_(ilele).jpg
moi_moi,moi_moi_4cd4e23392.jpg,Wikimedia Commons,File:Moi moi (ilele) in tomato tin.jpg,Ogalihillary,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_(ilele)_in_tomato_tin.jpg
moi_moi,moi_moi_dac0cd744e.jpg,Wikimedia Commons,File:Moi moi In Northern Nigeria 2.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_In_Northern_Nigeria_2.jpg
moi_moi,moi_moi_52f783db3b.jpg,Wikimedia Commons,File:Moi moi In Northern Nigeria 3.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_In_Northern_Nigeria_3.jpg
moi_moi,moi_moi_b399f42697.jpg,Wikimedia Commons,File:Moi moi In Northern Nigeria 4.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_In_Northern_Nigeria_4.jpg
moi_moi,moi_moi_7298dafd0f.jpg,Wikimedia Commons,File:Moi moi In Northern Nigeria 5.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_In_Northern_Nigeria_5.jpg
moi_moi,moi_moi_eea96569a1.jpg,Wikimedia Commons,File:Moi moi In Northern Nigeria 6.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_In_Northern_Nigeria_6.jpg
moi_moi,moi_moi_2e220a7110.jpg,Wikimedia Commons,File:Moi moi In Northern Nigeria 7.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_In_Northern_Nigeria_7.jpg
moi_moi,moi_moi_60e22c4b2a.jpg,Wikimedia Commons,File:Moi moi In Northern Nigeria 8.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_In_Northern_Nigeria_8.jpg
moi_moi,moi_moi_86c47fe77e.jpg,Wikimedia Commons,File:Moi moi In Northern Nigeria 9.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_In_Northern_Nigeria_9.jpg
moi_moi,moi_moi_b2de504b9b.jpg,Wikimedia Commons,File:Moi moi and papper meat.jpg,Salma kyari,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Moi_moi_and_papper_meat.jpg
moi_moi,moi_moi_b2672002e6.jpg,Wikimedia Commons,File:Moi moi with fresh fish and boiled egg.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Moi_moi_with_fresh_fish_and_boiled_egg.jpg
moi_moi,moi_moi_528c3b0e97.jpg,Wikimedia Commons,File:Moin Moin.jpg,Rka11111,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Moin_Moin.jpg
moi_moi,moi_moi_5581cb62b3.jpg,Wikimedia Commons,File:Steaming wrapped moi moi.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Steaming_wrapped_moi_moi.jpg
moi_moi,moi_moi_2881d4671a.jpg,Wikimedia Commons,File:Wrapped moi moi.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wrapped_moi_moi.jpg
moi_moi,moi_moi_2c85cd8a21.jpg,Wikimedia Commons,File:Abari;Corn Moin Moin.jpg,Taoheedah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Abari;Corn_Moin_Moin.jpg
pounded_yam,pounded_yam_2aeac84ea6.jpg,Wikimedia Commons,File:A Plate of Pounded Yam (Iyan) served in Birmingham UK.JPG,Toludpilgrim,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:A_Plate_of_Pounded_Yam_(Iyan)_served_in_Birmingham_UK.JPG
pounded_yam,pounded_yam_f61e372c66.jpg,Wikimedia Commons,File:A plate of pounded yam with chicken soup.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_plate_of_pounded_yam_with_chicken_soup.jpg
pounded_yam,pounded_yam_806597738b.jpg,Wikimedia Commons,File:Afang soup and pounded yam 01.jpg,Joan Onanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Afang_soup_and_pounded_yam_01.jpg
pounded_yam,pounded_yam_9957881f45.jpg,Wikimedia Commons,File:Afang soup and pounded yam 02.jpg,Joan Onanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Afang_soup_and_pounded_yam_02.jpg
pounded_yam,pounded_yam_de821dad1a.jpg,Wikimedia Commons,File:Afang soup and pounded yam 03.jpg,Joan Onanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Afang_soup_and_pounded_yam_03.jpg
pounded_yam,pounded_yam_b76cb91f50.jpg,Wikimedia Commons,File:Afang soup and pounded yam 04.jpg,Joan Onanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Afang_soup_and_pounded_yam_04.jpg
pounded_yam,pounded_yam_4543c5dd1c.jpg,Wikimedia Commons,File:Afang soup and pounded yam 05.jpg,Joan Onanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Afang_soup_and_pounded_yam_05.jpg
pounded_yam,pounded_yam_da116ad3e3.jpg,Wikimedia Commons,File:Afang soup and pounded yam 06.jpg,Joan Onanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Afang_soup_and_pounded_yam_06.jpg
pounded_yam,pounded_yam_ace2fe3c62.jpg,Wikimedia Commons,File:EGUSI SOUP AND POUNDED YAM.JPG,Ask4ugo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:EGUSI_SOUP_AND_POUNDED_YAM.JPG
pounded_yam,pounded_yam_2ac007ef18.jpg,Wikimedia Commons,File:Efo riro and pounded yam.jpg,Atimukoh,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Efo_riro_and_pounded_yam.jpg
pounded_yam,pounded_yam_4b06ddb739.jpg,Wikimedia Commons,File:Egusi soup with pounded yam and assorted meats.jpg,Onyenachi64,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_soup_with_pounded_yam_and_assorted_meats.jpg
pounded_yam,pounded_yam_1bbd4d5b97.jpg,Wikimedia Commons,File:Iyan & Efo-Riro (7370530836).jpg,Shardayyy,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Iyan_%26_Efo-Riro_(7370530836).jpg
pounded_yam,pounded_yam_8f2c2ad8be.jpg,Wikimedia Commons,File:Okoho and Onihi.jpg,Patrotic9gerian,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Okoho_and_Onihi.jpg
pounded_yam,pounded_yam_74fdedd6b9.jpg,Wikimedia Commons,"File:POUNDED YAM & VEGETABLE SOUP. A native delicacy of the Yoruba tribe in Nigeria, West Africa..jpg",Ayoife Oni,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:POUNDED_YAM_%26_VEGETABLE_SOUP._A_native_delicacy_of_the_Yoruba_tribe_in_Nigeria,_West_Africa..jpg"
pounded_yam,pounded_yam_3191504874.jpg,Wikimedia Commons,File:Plates of Egusi Soup with vegetables and wrapped Pounded Yam.jpg,James Moore200,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Plates_of_Egusi_Soup_with_vegetables_and_wrapped_Pounded_Yam.jpg
pounded_yam,pounded_yam_9a8e115598.jpg,Wikimedia Commons,File:Pounded Yam.jpg,Iwai-Dialax,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Pounded_Yam.jpg
pounded_yam,pounded_yam_dca0d0762a.jpg,Wikimedia Commons,File:Pounded Yam and Egusi Soup.jpg,Justdifference,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_Yam_and_Egusi_Soup.jpg
pounded_yam,pounded_yam_abe7dc90b0.jpg,Wikimedia Commons,File:Pounded Yam and Okro Soup.jpg,Justdifference,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_Yam_and_Okro_Soup.jpg
pounded_yam,pounded_yam_36bf537b31.jpg,Wikimedia Commons,File:Pounded Yam and Vegetable soup.jpg,Femalekingkush,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_Yam_and_Vegetable_soup.jpg
pounded_yam,pounded_yam_7ef795bf4d.jpg,Wikimedia Commons,File:Pounded Yam served with Okro Soup.jpg,Aderiqueza,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_Yam_served_with_Okro_Soup.jpg
pounded_yam,pounded_yam_4e0d4f1607.jpg,Wikimedia Commons,File:Pounded yam (Iyàn).jpg,Taoheedah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_yam_(Iy%C3%A0n).jpg
pounded_yam,pounded_yam_7ded477ee9.jpg,Wikimedia Commons,File:Pounded yam and Egusi soup.jpg,OT Flow,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_yam_and_Egusi_soup.jpg
pounded_yam,pounded_yam_522afd0a2f.jpg,Wikimedia Commons,File:Pounded yam and egusi soup.jpg,Kambai Akau,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_yam_and_egusi_soup.jpg
pounded_yam,pounded_yam_a910771a02.jpg,Wikimedia Commons,File:Pounded yam and melon soup.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_yam_and_melon_soup.jpg
pounded_yam,pounded_yam_95dcf7e83e.jpg,Wikimedia Commons,File:Pounded yam and soup.JPG,Nne75,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_yam_and_soup.JPG
pounded_yam,pounded_yam_6ab6a3a5e0.jpg,Wikimedia Commons,File:Pounded yam with vegetable soup.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_yam_with_vegetable_soup.jpg
pounded_yam,pounded_yam_02d1d65a46.jpg,Wikimedia Commons,File:White soup and pounded yam (Nigerian cuisine).jpg,Beendy234,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:White_soup_and_pounded_yam_(Nigerian_cuisine).jpg
pounded_yam,pounded_yam_def9a975bd.jpg,Wikimedia Commons,File:Íyán (Pounded yam).jpg,Tesleemah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:%C3%8Dy%C3%A1n_(Pounded_yam).jpg
